Competition Title,Competition Date,Full Name,Nation,Start Number,Rank,Gender,Qualification,Semifinal,Final
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Rudolph Ruana,USA,25,49,M,1.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Keenan Takahashi,USA,79,49,M,0.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Tyler Landman,GBR,62,51,M,0.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Max Prinz,DUE,64,51,M,0.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Lucas Uchida,CAN,29,51,M,1.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Simon Unger,DUE,13,54,M,1.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Maciej Dobrzanski,POL,78,55,M,0.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,ZiDa Ma,CHN,89,55,M,0.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Riccardo Piazza,ITA,23,55,M,1.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Noah Ridge,USA,32,55,M,1.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Charles Barron,USA,69,59,M,0.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Solomon Barth,USA,34,59,M,1.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Carlos Granja,ECU,81,59,M,0.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Jean Ouriques,BRA,83,59,M,0.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Carlo Traversi,USA,28,63,M,1.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Cesar Grosso,BRA,44,64,M,1.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,John Brosler,USA,71,65,M,0.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Max Kleesattel,DUE,26,65,M,1.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Benjamin Hanna,USA,90,67,M,0.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Jj Mah,CAN,37,67,M,1.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Kim Marschner,DUE,16,69,M,1.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Stepan Stranik,CZE,87,69,M,0.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Theis Lindegren Elfenbein,DNK,36,71,M,1.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Palmer Larsen,USA,85,71,M,0.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Cheung-chi Shoji Chan,HKG,88,73,M,0.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Moritz Hans,DUE,31,73,M,0.5,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Kevin Heiniger,CHE,61,75,M,0.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Jason Holowach,CAN,58,75,M,0.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Pedro Ferreira Nicoloso,BRA,75,75,M,0.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Michael O'Rourke,USA,20,75,M,0.5,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Ross Fulkerson,USA,41,79,M,0.5,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Zach Richardson,CAN,45,80,M,0.5,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Daniel Beall,USA,74,81,M,0.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Galo Hernandez,ECU,70,81,M,0.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Ka-chun Yau,HKG,27,81,M,0.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Ram Levin,ISR,43,84,M,0.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Bjorn Arnel Iisager,DNK,68,85,M,0.1,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Chase Gatland,NZL,80,85,M,0.1,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Nickolaie Rivadeneira,ECU,39,85,M,0.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,David Trudeau,CAN,86,85,M,0.1,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Mohammad Jafari Mahmoudabadi,IRN,42,89,M,0.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Daniel Krulwich,ISR,38,90,M,0.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Danila Yamchuk,LVA,82,91,M,0,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Akiyo Noguchi,JPN,1,1,F,5.5,4.4,3.3
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Miho Nonaka,JPN,35,2,F,5.5,2.4,3.3
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Ekaterina Kipriianova,RUS,5,3,F,4.5,2.3,2.2
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Stasa Gejo,SRB,37,4,F,3.4,2.4,0.2
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Alma Bestvater,DUE,41,5,F,3.4,2.4,0.2
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Futaba Ito,JPN,42,6,F,3.4,2.4,0.1
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Fanny Gibert,FRA,3,7,F,5.5,2.3,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Michaela Tracy,GBR,7,8,F,5.5,1.4,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Shauna Coxsey,GBR,36,9,F,3.5,1.3,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Sierra Blair-Coyle,USA,48,10,F,3.4,1.3,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Katja Kadic,SLO,2,11,F,5.5,1.3,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Urska Repusic,SLO,20,12,F,4.5,1.3,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Alannah Yip,CAN,44,13,F,3.4,1.3,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Kyra Condie,USA,9,14,F,5.5,1.3,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Tomoko Kajima,JPN,46,15,F,3.4,1.2,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Sol Sa,KOR,38,16,F,4.5,0.4,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Iuliia Panteleeva,RUS,12,17,F,5.5,0.3,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Claire Buhrfeind,USA,18,18,F,4.5,0.3,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Johanna Farber,AUT,40,19,F,3.5,0.1,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Oceania Mackenzie,AUS,32,20,F,4.5,0.1,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Chloe Caulier,BEL,4,21,F,4.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Emma Horan,AUS,52,21,F,2.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Saki Kikuchi,JPN,13,23,F,3.5,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Aya Onoe,JPN,39,23,F,2.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Berit Schwaiger,AUT,8,25,F,3.5,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Vera Zijlstra,NLD,56,25,F,2.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Julia Pinggera,AUT,15,27,F,3.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Brooke Raboutou,USA,45,27,F,2.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Mei Kotake,JPN,6,29,F,2.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Anna Tsyganova,RUS,53,29,F,2.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Nanako Kura,JPN,14,31,F,2.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Jara Spate,CHE,61,31,F,2.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Jain Kim,KOR,17,33,F,2.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Momoka Oda,JPN,63,33,F,2.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Margo Hayes,USA,33,35,F,2.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Mao Nakamura,JPN,47,35,F,2.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Momoka Kaneko,JPN,59,37,F,2.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Ida Kups,POL,22,37,F,2.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Johanna Holfeld,DUE,49,39,F,1.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Franziska Sterrer,AUT,10,39,F,1.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Lilli Kiesgen,DUE,11,41,F,1.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Katrine Vandet Salling,DNK,67,41,F,1.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Akane Kinoshita,JPN,64,43,F,1.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Ayari Sakamoto,JPN,23,43,F,1.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Vanessa Si Yinn Teng,SGP,51,45,F,1.1,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Jennifer Wood,GBR,19,45,F,1.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Hung Ying Lee,CHN,43,47,F,1.1,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Meagan Martin,USA,16,47,F,1.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Romy Fuchs,DUE,54,49,F,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Asja Gollo,ITA,25,49,F,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,"Mingxin, Judith Sim",SGP,24,49,F,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Andrea Ebner,ITA,58,52,F,0.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Rong Jiang,CHN,29,53,F,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Karin Kojima,JPN,57,53,F,0.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,KATSUKI Bamba,JPN,60,55,F,0.1,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Roxy Perry,AUS,66,55,F,0.1,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,LaMu Renqing,CHN,34,55,F,0.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Saeko Sugimura,JPN,50,55,F,0.1,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Yuki Hiroshige,JPN,30,59,F,0.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Imogen Horrocks,GBR,28,60,F,0.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Rebecca Frangos,CAN,68,61,F,0.1,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Debbie Zi Jing Tan,SGP,26,61,F,0.1,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Sarah Hay,NZL,62,63,F,0,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Justine Mccarney,CAN,21,63,F,0.1,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Lucinda Ann Stirling,AUS,65,63,F,0,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Wai-ping Yu,HKG,55,63,F,0,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Heeyeon Park,KOR,31,67,F,0,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Wing Sze Yuen,HKG,27,67,F,0,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Gabriele Moroni,ITA,9,1,M,2.4,3.4,2.4
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Tomoa Narasaki,JPN,1,2,M,4.4,3.4,1.3
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Rei Sugimoto,JPN,48,3,M,2.4,3.4,1.3
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Jongwon Chon,KOR,47,4,M,3.4,3.4,1.2
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Aleksey Rubtsov,RUS,2,5,M,2.4,3.4,0.2
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Kai Harada,JPN,55,6,M,2.4,3.4,0.1
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Mickael Mawem,FRA,57,7,M,1.3,2.4,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Jernej Kruder,SLO,46,8,M,2.4,2.4,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Michael Piccolruaz,ITA,17,8,M,2.5,2.4,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Meichi Narasaki,JPN,54,10,M,2.3,2.3,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Tomoaki Takata,JPN,6,11,M,2.4,1.4,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Sergii Topishko,UKR,11,12,M,4.5,1.4,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Yuji Inoue,JPN,7,13,M,3.4,1.4,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,William Ridal,GBR,63,14,M,1.3,1.3,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Jason Holowach,CAN,64,15,M,1.4,1.3,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Kokoro Fujii,JPN,3,16,M,4.4,1.3,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Kim Marschner,DUE,67,17,M,1.3,1.3,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Manuel Cornu,FRA,52,18,M,2.4,1.3,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Alex Khazanov,ISR,5,19,M,4.4,0.3,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Anze Peharc,SLO,8,20,M,3.4,0.2,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Thomas Farrell,AUS,88,21,M,1.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Dmitrii Sharafutdinov,RUS,14,21,M,2.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Taisei Ishimatsu,JPN,51,23,M,0.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Kai Lightner,USA,32,23,M,2.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Yoshiyuki Ogata,JPN,49,23,M,0.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Nathaniel Coleman,USA,16,26,M,2.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,YUYA Kitae,JPN,37,27,M,2.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Keita Watabe,JPN,50,27,M,0.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Marcello Bombardi,ITA,72,29,M,0.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Masahiro Higuchi,JPN,35,29,M,2.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Gregor Vezonik,SLO,4,31,M,2.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Kaito Watanabe,JPN,60,31,M,0.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Kevin Heiniger,CHE,61,33,M,0.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Ryohei Kameyama,JPN,27,33,M,2.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Cheung-chi Shoji Chan,HKG,71,35,M,0.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Alban Levier,FRA,10,35,M,2.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Alexander Averdunk,DUE,79,37,M,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Yuki Hada,JPN,18,37,M,2.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Keita Dohi,JPN,19,39,M,2.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Nathan Phillips,GBR,56,39,M,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Ryosuke Hibino,JPN,33,41,M,1.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Josef Sundakov-Krumins,AUS,75,41,M,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Lukas Geukens,BEL,39,43,M,1.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Makoto Yamauchi,JPN,77,43,M,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Ruben Firnenburg,DUE,76,45,M,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Tsukuru Hori,JPN,58,45,M,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Tyler Landman,GBR,62,45,M,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Philipp Martin,DUE,43,45,M,1.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Riccardo Piazza,ITA,66,45,M,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Ka-chun Yau,HKG,83,45,M,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Ryuichi Murai,JPN,12,51,M,1.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Chua Dennis,SGP,36,52,M,1.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Liam Healy,AUS,22,53,M,1.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,DiChong Huang,CHN,41,54,M,1.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Bjorn Arnel Iisager,DNK,90,55,M,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Sean Bailey,USA,59,55,M,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Zach Richardson,CAN,68,55,M,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Simon Unger,DUE,15,55,M,1.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Joseph Diaz,USA,40,59,M,1.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,YuFei Pan,CHN,20,60,M,1.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Ben Abel,AUS,74,61,M,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Thilo Jeldrik Schroter,NOR,13,61,M,1.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Samuel Bowman,AUS,87,63,M,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Rolf Fredrik Serlachius,SWE,45,63,M,0.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Benjamin Blaser,CHE,23,65,M,0.4,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Maciej Dobrzanski,POL,81,65,M,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Chi-fung Au,HKG,89,67,M,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Chase Gatland,NZL,28,67,M,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Maxwell Ayrton,GBR,24,69,M,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Charles Barron,USA,80,69,M,0.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Sam Lavender,AUS,91,69,M,0.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Alistair Earley,AUS,31,72,M,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Nils Favre,CHE,21,73,M,0.3,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Hanwool Kim,KOR,86,73,M,0.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Sean Mccoll,CAN,53,73,M,0.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Paul Emmanuel Ryan,SGP,44,76,M,0.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Asher Gavin Chiam Kai Chen,SGP,65,77,M,0.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Hei-yeung Lam,HKG,38,77,M,0.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Jakob Elliott,CAN,42,79,M,0.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Chia Hsiang Lin,CHN,30,79,M,0.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Kristoffer Lindback,SWE,78,79,M,0.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Elias Edvardsen,DNK,85,82,M,0.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Cheuk-hei Ho,HKG,82,82,M,0.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Theis Lindegren Elfenbein,DNK,25,84,M,0.2,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Ching Huei Chang,CHN,26,85,M,0.1,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Jj Mah,CAN,34,85,M,0.1,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Yuki Najima,JPN,73,85,M,0.1,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Meirﾄ］s P苒Teris,LVA,70,88,M,0.1,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Sergei Bydtaev,RUS,29,89,M,0.1,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Christoph Schweiger,DUE,69,89,M,0.1,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,6/2/2018,Rafal Halasa,POL,84,91,M,0,,
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,Akiyo Noguchi,JPN,1,1,F,5.5,4.4,4.4
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,Miho Nonaka,JPN,26,2,F,5.5,4.4,4.4
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,Fanny Gibert,FRA,2,3,F,5.5,3.4,2.3
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,Stasa Gejo,SRB,3,4,F,5.5,3.3,1.3
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,Johanna Farber,AUT,32,5,F,5.5,3.3,1.3
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,Kyra Condie,USA,37,6,F,5.5,3.4,0.3
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,Katja Kadic,SLO,27,7,F,5.5,2.4,
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,Iuliia Panteleeva,RUS,40,8,F,5.5,2.4,
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",5/12/2018,Nanako Kura,JPN,18,9,F,4.4,2.3,
